x,y
3.4157076286159618,3.1175608346012056
2.290074426363019,3.92869360815482
3.298003503119229,4.138244129763466
4.000425492115175,5.175144420435847
3.179696835633875,3.1557248422514705
3.7194832162200653,4.74941550513594
3.7727077452871813,3.644851237625408
3.40291614051997,4.218132596030057
2.353030728527626,2.872488261789944
2.9981403489061376,3.3667978238526532
2.7486340899342596,2.504661392437852
4.7682628837785765,5.483247016811228
3.739325995732071,4.782044034015326
2.747227347854493,3.5799155670826344
1.6084520888922849,2.508026286862345
1.984263575780354,2.8370783805815702
2.6853525906267692,3.634553157248919
3.3827431024694627,3.128136006522561
4.392057564057868,4.930157366608981
2.6312687895143183,2.574761865898881
2.6371096837814325,3.072445417361282
2.9935607518901186,3.6722923324786008
1.8775728926990687,1.0535163132821057
3.3525487319703826,3.3300663322277213
2.143777700317771,3.825113485595308
3.6531962364975143,2.8390516591018287
2.6491136032508544,4.663190729650926
3.4997490143682084,3.5040380283073223
2.366419641570949,2.2185944350092344
2.490044535479793,2.72672793088771
2.8022796970733475,2.254164232125441
1.9672237522001317,1.6853447186771107
1.7464036057285603,3.310057527346653
2.517104782041545,4.1003951846564055
2.663223297806963,2.709382783293496
2.76134548570845,2.3674305408457217
3.506149037992457,2.704663805143514
3.2881483849356523,3.3300077603034643
1.9041938137181331,3.996014813316768
2.288052261976043,1.4552277804759008
3.361609078917519,4.4136991717737315
1.6102599460300218,2.297231211443979
2.9354389141992243,4.242198808933233
2.228520375968971,1.9962504848088738
3.0409301049956445,2.3853160609219195
3.2828674026481757,4.070445768842069
2.6490003136565785,3.9035583666061986
2.7842044850055174,3.0810727848068056
3.2532619116570483,3.43320403902487
1.9177396387160834,2.2359377883745135
1.7538326550113237,1.1290604704431
2.2888686488134606,1.6968481761740075
3.557822188927567,3.553083646577703
3.3051782754542165,2.9375621525265694
2.2132984749307862,1.2775141112630612
1.8007093706305306,2.036398756511803
2.7563680233138634,2.55093184973
3.2860796552956124,3.7442628933091777
2.797813384581378,3.058033257971756
2.6008500623354127,2.7894606396768022
3.6183212074737887,2.6673396539775194
2.933651139491826,2.514751182031754
3.8839018672987002,3.6039308020982985
2.65405693868106,3.2835072146339406
3.893744090531512,4.823963250543597
1.9178874235250696,1.1402382114497456
2.9672430247093113,2.242120533124803
0.988278435366893,1.5559845093650795
1.7445190272927962,3.0936723326704296
2.0651943379254005,2.944172829604788
2.0510217401676516,2.155970231159812
4.075298451706572,4.055838772666348
2.740539136459874,2.7719880770563123
2.31971626169712,3.1695600200945635
3.3773158722667427,4.011037908256099
1.9322301526093044,3.0913186725120427
3.0960559049502607,3.0242823705873234
3.0767465630045914,3.519679540609477
1.7812581451696827,3.103323508433623
3.3299669174649127,4.056895834858421
2.2619516273432607,2.9351539960568136
3.725137588337075,4.079809218563425
3.79970341872912,4.217698504180919
4.090355558794355,5.076790855021197
3.40778091595653,4.574693518128362
2.105185057531617,2.075929161453365
3.0985770144783307,3.252314592283121
2.073304878361803,2.4578985631664727
3.292942228624807,3.968007475541501
2.797336669863124,2.7389842094544896
3.0959274875057465,3.4512162480342834
0.9824160351506765,1.938813810858607
2.646796653065617,3.7783779250708123
3.9784271421923885,5.064942510435297
3.1263465243087976,2.4003782169961716
1.7919779289398634,2.2332817017164155
3.467538559143451,3.5122770695446293
2.745809080266849,3.9596172237472542
1.9089957335057988,2.7929542209762515
1.5395264446693149,1.6169549959626697
1.9917046276848973,2.802755067831667
3.0063510056558678,2.913263151119222
1.7267085106314923,2.609553232751981
2.2341012778589233,3.091178088105675
2.4899111876242612,3.463829432498768
2.6667554265045643,2.1133979994894263
1.5030585835997639,1.1195152030685573
2.3722070123981256,3.547582600264317
3.145283274767654,3.582660552074244
3.8217741137601515,5.254988222484966
2.973519462122748,3.6913855631722745
2.618669771901119,2.721680661582936
3.675439420373372,4.302751244794907
2.4753999839908594,2.8468383957552437
1.6393486543984288,3.2498878967966127
3.2092446306674836,5.245548237568588
2.321659619389082,2.271072095441239
2.9523584191717323,4.182230647050983
3.2943447758861266,3.5336805130495037
3.037292145884244,3.507090612527076
2.0098269523828334,1.8685358444139817
1.2930857444420352,1.6651105667484964
3.0930585891751634,3.6018189850295825
3.4341138285383197,1.6990663583707322
2.700367917664984,1.6216929432006293
3.98040020476014,4.820645114424302
3.300690803797676,3.4171392057122656
2.4919999624452553,3.8044438170948602
3.2812161676227083,4.253640531900103
2.683585747373357,3.5545020510673164
1.943232560442568,2.8546096421628224
2.0653243551293117,1.1795791689550241
2.8594929603075916,3.503092291407367
2.9566060782321326,3.2418806312742463
4.389426486817789,3.980754698291966
3.0606065424295292,4.684532841423248
2.334845688049028,2.366192193164956
1.551430917516402,2.8254275142020537
4.01982143403232,3.6636958251686718
2.4252469758978963,2.5906863618809757
2.56644248682163,3.2332792393421848
2.3734273374496846,2.7809940288562345
2.5438928778257095,4.044898242434736
3.222855457902574,4.369851084761805
1.8928650632990625,2.0898829056271087
2.3949298394966667,3.1024354962122516
2.70014984121107,3.59527295816431
2.9673419148363807,4.079773173479608
4.070208075701201,3.245609462377133
3.3331085172799586,3.6180185688815945
3.629795856756938,3.4525540309131677
3.5954669617135555,3.731540344890842
2.8877920561506287,3.6467696672251764
2.0144053814795124,2.9761979445784092
2.148897309608897,3.1460073566880236
3.0066550292265717,4.028586852672566
2.5242853943588943,2.4859265082653392
2.9212822010965676,2.894814922315177
2.336766193763234,2.0140312073830886
1.5917376144616993,2.2205900397863014
2.5278906064975115,2.409878836832786
2.6404552570293625,2.515633266185878
3.3214088614629955,4.150525142197871
2.914289140349984,2.416883788010945
2.84962221334113,3.194592997065766
1.8884718302415628,1.996233849376905
3.0342941104962997,3.1616554491556093
3.608076607856855,4.5649277069680245
2.338483566021475,2.606947916031094
2.65083685777991,2.088949033128178
3.038357388312402,2.964807002895922
2.4639178540371933,2.981343911635189
2.2356018752569207,2.892648494471756
2.132587494980579,2.364894389786577
1.9223459373427136,2.8374712426405244
3.4407081279473375,3.866225220551065
